Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);Ortoxileno (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;Tolueno (µg/m3)
01/06/2017;20:00;0,06;0,22;"Muy buena / ";0,21;0,04;1;17;Muy buena / Oso ona;19;0,65;27;Muy buena / Oso ona;11;Muy buena / Oso ona;1,51
01/06/2017;19:00;0,28;0,24;"Muy buena / ";0,21;0,04;2;19;Muy buena / Oso ona;23;1,31;26;Muy buena / Oso ona;13;Muy buena / Oso ona;2,62
01/06/2017;18:00;0,34;0,26;"Muy buena / ";0,2;0,04;3;24;Muy buena / Oso ona;29;1,3;24;Muy buena / Oso ona;13;Muy buena / Oso ona;2,53
01/06/2017;17:00;0,25;0,25;"Muy buena / ";0,2;0,04;6;22;Muy buena / Oso ona;31;1,09;19;Muy buena / Oso ona;5;Muy buena / Oso ona;2,43
01/06/2017;16:00;0,15;0,19;"Muy buena / ";0,2;0,04;3;22;Muy buena / Oso ona;27;0,87;18;Muy buena / Oso ona;2;Muy buena / Oso ona;1,84
01/06/2017;15:00;0,08;0,15;"Muy buena / ";0,22;0,04;2;15;Muy buena / Oso ona;18;0,74;13;Muy buena / Oso ona;2;Muy buena / Oso ona;1,78
01/06/2017;14:00;0,12;0,18;"Muy buena / ";0,23;0,04;3;16;Muy buena / Oso ona;20;0,79;13;Muy buena / Oso ona;7;Muy buena / Oso ona;1,76
01/06/2017;13:00;0,15;0,18;"Muy buena / ";0,22;0,04;4;13;Muy buena / Oso ona;19;0,63;12;Muy buena / Oso ona;4;Muy buena / Oso ona;1,49
01/06/2017;12:00;0,13;0,2;"Muy buena / ";0,23;0,04;5;17;Muy buena / Oso ona;25;0,85;16;Muy buena / Oso ona;6;Muy buena / Oso ona;1,58
01/06/2017;11:00;0,36;0,21;"Muy buena / ";0,23;0,04;5;22;Muy buena / Oso ona;30;1,06;15;Muy buena / Oso ona;10;Muy buena / Oso ona;2,39
01/06/2017;10:00;0,47;0,23;"Muy buena / ";0,22;0,04;11;31;Muy buena / Oso ona;47;1,46;21;Muy buena / Oso ona;12;Muy buena / Oso ona;3,05
01/06/2017;09:00;0,6;0,25;"Muy buena / ";0,22;0,04;14;31;Muy buena / Oso ona;51;1,68;24;Muy buena / Oso ona;6;Muy buena / Oso ona;3,49
01/06/2017;08:00;0,58;0,28;"Muy buena / ";0,21;0,04;18;35;Muy buena / Oso ona;63;1,72;26;Muy buena / Oso ona;12;Muy buena / Oso ona;2,51
01/06/2017;07:00;0,4;0,24;"Muy buena / ";0,2;0,04;8;29;Muy buena / Oso ona;42;1,06;21;Muy buena / Oso ona;13;Muy buena / Oso ona;1,97
01/06/2017;06:00;0,4;0,2;"Muy buena / ";0,19;0,04;3;23;Muy buena / Oso ona;27;0,83;27;Muy buena / Oso ona;13;Muy buena / Oso ona;2,2
01/06/2017;05:00;0,62;0,2;"Muy buena / ";0,19;0,04;1;15;Muy buena / Oso ona;17;1,42;32;Muy buena / Oso ona;15;Muy buena / Oso ona;3,76
01/06/2017;04:00;0,44;0,23;"Muy buena / ";0,19;0,04;2;27;Muy buena / Oso ona;30;1,52;27;Muy buena / Oso ona;12;Muy buena / Oso ona;3,38
01/06/2017;03:00;0,28;0,17;"Muy buena / ";0,19;0,04;1;13;Muy buena / Oso ona;16;0,79;22;Muy buena / Oso ona;12;Muy buena / Oso ona;2,58
01/06/2017;02:00;0,22;0,17;"Muy buena / ";0,2;0,04;;;Sin datos / Daturik gabe;11;0,72;23;Muy buena / Oso ona;16;Muy buena / Oso ona;2,04
01/06/2017;01:00;0,26;0,17;"Muy buena / ";0,2;0,04;;;Sin datos / Daturik gabe;14;0,61;27;Muy buena / Oso ona;18;Muy buena / Oso ona;2,18
31/05/2017;24:00;0,06;0,17;"Muy buena / ";0,2;0,04;0;15;Muy buena / Oso ona;15;;20;Muy buena / Oso ona;11;Muy buena / Oso ona;0,52
31/05/2017;23:00;0,13;0,17;"Muy buena / ";0,2;0,04;0;13;Muy buena / Oso ona;13;;14;Muy buena / Oso ona;10;Muy buena / Oso ona;0,41
31/05/2017;22:00;;0,19;"Muy buena / ";0,19;;1;12;Muy buena / Oso ona;13;;15;Muy buena / Oso ona;13;Muy buena / Oso ona;
31/05/2017;21:00;;0,2;"Muy buena / ";0,19;;2;19;Muy buena / Oso ona;22;;20;Muy buena / Oso ona;11;Muy buena / Oso ona;
31/05/2017;20:00;0,16;0,22;"Muy buena / ";0,19;0,04;3;23;Muy buena / Oso ona;27;0,27;26;Muy buena / Oso ona;8;Muy buena / Oso ona;0,96
31/05/2017;19:00;0,06;0,24;"Muy buena / ";0,18;0,04;2;18;Muy buena / Oso ona;22;;25;Muy buena / Oso ona;9;Muy buena / Oso ona;0,76
31/05/2017;18:00;0,06;0,23;"Muy buena / ";0,17;0,04;4;20;Muy buena / Oso ona;25;0,18;15;Muy buena / Oso ona;6;Muy buena / Oso ona;0,73
31/05/2017;17:00;0,03;0,19;"Muy buena / ";0,16;0,04;3;16;Muy buena / Oso ona;20;0,18;11;Muy buena / Oso ona;3;Muy buena / Oso ona;0,41
31/05/2017;16:00;0,08;0,15;"Muy buena / ";0,16;0,04;2;11;Muy buena / Oso ona;14;;7;Muy buena / Oso ona;6;Muy buena / Oso ona;0,59
31/05/2017;15:00;0,03;0,15;"Muy buena / ";0,17;0,04;1;9;Muy buena / Oso ona;12;0,32;11;Muy buena / Oso ona;2;Muy buena / Oso ona;0,73
31/05/2017;14:00;0,11;0,18;"Muy buena / ";0,17;0,04;2;12;Muy buena / Oso ona;15;0,7;7;Muy buena / Oso ona;1;Muy buena / Oso ona;2,06
31/05/2017;13:00;0,18;0,18;"Muy buena / ";0,17;0,04;2;12;Muy buena / Oso ona;16;0,86;8;Muy buena / Oso ona;2;Muy buena / Oso ona;2,09
31/05/2017;12:00;0,13;0,19;"Muy buena / ";0,17;0,04;4;15;Muy buena / Oso ona;21;1,95;7;Muy buena / Oso ona;3;Muy buena / Oso ona;2,77
31/05/2017;11:00;0,06;0,16;"Muy buena / ";0,16;0,04;5;16;Muy buena / Oso ona;24;1,1;2;Muy buena / Oso ona;0;Muy buena / Oso ona;1,92
31/05/2017;10:00;0,15;0,14;"Muy buena / ";0,16;0,04;4;13;Muy buena / Oso ona;19;1,08;6;Muy buena / Oso ona;1;Muy buena / Oso ona;1,31
31/05/2017;09:00;0,2;0,17;"Muy buena / ";0,16;0,04;5;24;Muy buena / Oso ona;32;1,39;11;Muy buena / Oso ona;6;Muy buena / Oso ona;2,05
31/05/2017;08:00;0,23;0,19;"Muy buena / ";0,15;0,04;5;31;Muy buena / Oso ona;39;0,64;13;Muy buena / Oso ona;5;Muy buena / Oso ona;1,62
31/05/2017;07:00;0,37;0,2;"Muy buena / ";0,14;0,04;5;32;Muy buena / Oso ona;39;1,18;8;Muy buena / Oso ona;4;Muy buena / Oso ona;2,4
31/05/2017;06:00;0,42;0,18;"Muy buena / ";0,13;0,04;4;25;Muy buena / Oso ona;31;1,44;7;Muy buena / Oso ona;3;Muy buena / Oso ona;3,47
31/05/2017;05:00;0,35;0,15;"Muy buena / ";0,12;0,04;1;15;Muy buena / Oso ona;16;0,91;6;Muy buena / Oso ona;4;Muy buena / Oso ona;2,32
31/05/2017;04:00;0,3;0,15;"Muy buena / ";0,12;0,04;2;11;Muy buena / Oso ona;14;0,99;8;Muy buena / Oso ona;1;Muy buena / Oso ona;2,56
31/05/2017;03:00;0,28;0,12;"Muy buena / ";0,12;0,04;0;6;Muy buena / Oso ona;6;0,86;7;Muy buena / Oso ona;1;Muy buena / Oso ona;2,02
31/05/2017;02:00;0,16;0,1;"Muy buena / ";0,13;0,04;1;6;Muy buena / Oso ona;7;0,76;12;Muy buena / Oso ona;0;Muy buena / Oso ona;1,8
31/05/2017;01:00;0,25;0,11;"Muy buena / ";0,14;0,04;1;8;Muy buena / Oso ona;8;0,81;13;Muy buena / Oso ona;3;Muy buena / Oso ona;2,05
30/05/2017;24:00;0,18;0,12;"Muy buena / ";0,14;0,04;0;7;Muy buena / Oso ona;8;0,77;13;Muy buena / Oso ona;7;Muy buena / Oso ona;1,94
30/05/2017;23:00;0,18;0,11;"Muy buena / ";0,15;0,04;0;9;Muy buena / Oso ona;9;0,61;14;Muy buena / Oso ona;7;Muy buena / Oso ona;1,89
30/05/2017;22:00;;0,13;"Muy buena / ";0,15;;2;14;Muy buena / Oso ona;18;;9;Muy buena / Oso ona;7;Muy buena / Oso ona;
30/05/2017;21:00;;0,14;"Muy buena / ";0,16;;1;18;Muy buena / Oso ona;20;;11;Muy buena / Oso ona;15;Muy buena / Oso ona;
30/05/2017;20:00;0,11;0,14;"Muy buena / ";0,16;0,04;2;16;Muy buena / Oso ona;19;0,18;13;Muy buena / Oso ona;21;Muy buena / Oso ona;0,67
30/05/2017;19:00;0,11;0,17;"Muy buena / ";0,17;0,04;4;20;Muy buena / Oso ona;26;0,25;9;Muy buena / Oso ona;4;Muy buena / Oso ona;0,59
30/05/2017;18:00;0,13;0,16;"Muy buena / ";0,18;0,04;4;17;Muy buena / Oso ona;23;0,28;12;Muy buena / Oso ona;5;Muy buena / Oso ona;0,79
30/05/2017;17:00;0,03;0,18;"Muy buena / ";0,18;0,04;5;21;Muy buena / Oso ona;28;0,25;8;Muy buena / Oso ona;2;Muy buena / Oso ona;0,7
30/05/2017;16:00;0,1;0,17;"Muy buena / ";0,18;0,04;4;16;Muy buena / Oso ona;23;0,46;7;Muy buena / Oso ona;0;Muy buena / Oso ona;1,18
30/05/2017;15:00;0,13;0,17;"Muy buena / ";0,19;0,04;4;13;Muy buena / Oso ona;19;0,75;6;Muy buena / Oso ona;2;Muy buena / Oso ona;1,65
30/05/2017;14:00;0,25;0,18;"Muy buena / ";0,19;0,04;5;15;Muy buena / Oso ona;23;0,78;5;Muy buena / Oso ona;3;Muy buena / Oso ona;1,83
30/05/2017;13:00;0,25;0,18;"Muy buena / ";0,19;0,04;4;15;Muy buena / Oso ona;22;0,98;5;Muy buena / Oso ona;0;Muy buena / Oso ona;2,16
30/05/2017;12:00;0,25;0,2;"Muy buena / ";0,19;0,04;7;21;Muy buena / Oso ona;32;1,16;6;Muy buena / Oso ona;4;Muy buena / Oso ona;2,4
30/05/2017;11:00;0,21;0,18;"Muy buena / ";0,18;0,04;4;16;Muy buena / Oso ona;22;0,95;7;Muy buena / Oso ona;5;Muy buena / Oso ona;2,08
30/05/2017;10:00;0,28;0,18;"Muy buena / ";0,18;0,04;6;22;Muy buena / Oso ona;31;0,99;6;Muy buena / Oso ona;1;Muy buena / Oso ona;2,47
30/05/2017;09:00;0,18;0,19;"Muy buena / ";0,18;0,04;5;23;Muy buena / Oso ona;30;0,91;5;Muy buena / Oso ona;2;Muy buena / Oso ona;2,19
30/05/2017;08:00;0,32;0,2;"Muy buena / ";0,17;0,04;7;35;Muy buena / Oso ona;46;0,88;6;Muy buena / Oso ona;6;Muy buena / Oso ona;2,34
30/05/2017;07:00;0,23;0,21;"Muy buena / ";;0,04;8;33;Muy buena / Oso ona;45;0,83;9;Muy buena / Oso ona;3;Muy buena / Oso ona;2,07
30/05/2017;06:00;0,25;0,19;"Muy buena / ";0,16;0,04;3;24;Muy buena / Oso ona;28;0,82;7;Muy buena / Oso ona;6;Muy buena / Oso ona;2,09
30/05/2017;05:00;0,23;0,17;"Muy buena / ";0,16;0,04;3;14;Muy buena / Oso ona;18;0,75;7;Muy buena / Oso ona;4;Muy buena / Oso ona;2,23
30/05/2017;04:00;0,13;0,17;"Muy buena / ";0,16;0,04;1;10;Muy buena / Oso ona;12;0,5;10;Muy buena / Oso ona;4;Muy buena / Oso ona;1,53
30/05/2017;03:00;0,07;0,14;"Muy buena / ";0,16;0,04;0;6;Muy buena / Oso ona;6;0,49;8;Muy buena / Oso ona;3;Muy buena / Oso ona;1,3
30/05/2017;02:00;0,13;0,13;"Muy buena / ";0,17;0,04;0;7;Muy buena / Oso ona;8;0,45;11;Muy buena / Oso ona;2;Muy buena / Oso ona;1,76
30/05/2017;01:00;0,16;0,14;"Muy buena / ";0,18;0,04;0;7;Muy buena / Oso ona;7;0,63;13;Muy buena / Oso ona;3;Muy buena / Oso ona;2,05
29/05/2017;24:00;0,18;0,16;"Muy buena / ";0,19;0,04;0;9;Muy buena / Oso ona;9;;10;Muy buena / Oso ona;2;Muy buena / Oso ona;0,84
29/05/2017;23:00;0,13;0,16;"Muy buena / ";0,19;0,04;1;9;Muy buena / Oso ona;10;;10;Muy buena / Oso ona;5;Muy buena / Oso ona;0,29
29/05/2017;22:00;;0,16;"Muy buena / ";0,19;;1;11;Muy buena / Oso ona;12;;10;Muy buena / Oso ona;6;Muy buena / Oso ona;
29/05/2017;21:00;;0,17;"Muy buena / ";0,19;;1;14;Muy buena / Oso ona;15;;6;Muy buena / Oso ona;7;Muy buena / Oso ona;
29/05/2017;20:00;0,06;0,21;"Muy buena / ";0,19;0,04;2;21;Muy buena / Oso ona;25;0,1;2;Muy buena / Oso ona;6;Muy buena / Oso ona;0,59
29/05/2017;19:00;0,08;0,19;"Muy buena / ";0,19;0,04;2;19;Muy buena / Oso ona;22;;10;Muy buena / Oso ona;6;Muy buena / Oso ona;0,61
29/05/2017;18:00;0,18;0,22;"Muy buena / ";0,18;0,04;4;25;Muy buena / Oso ona;30;0,18;20;Muy buena / Oso ona;7;Muy buena / Oso ona;0,79
29/05/2017;17:00;0,16;0,21;"Muy buena / ";0,18;0,04;3;22;Muy buena / Oso ona;27;;23;Muy buena / Oso ona;5;Muy buena / Oso ona;0,84
29/05/2017;16:00;0,03;0,21;"Muy buena / ";0,17;0,04;6;20;Muy buena / Oso ona;29;;18;Muy buena / Oso ona;5;Muy buena / Oso ona;0,41
29/05/2017;15:00;0,03;0,16;"Muy buena / ";0,17;0,04;1;9;Muy buena / Oso ona;11;;8;Muy buena / Oso ona;2;Muy buena / Oso ona;0,39
29/05/2017;14:00;0,08;0,16;"Muy buena / ";0,18;0,04;3;10;Muy buena / Oso ona;14;0,31;10;Muy buena / Oso ona;0;Muy buena / Oso ona;0,76
29/05/2017;13:00;0,08;0,17;"Muy buena / ";0,18;0,04;3;12;Muy buena / Oso ona;16;0,43;3;Muy buena / Oso ona;1;Muy buena / Oso ona;1,16
29/05/2017;12:00;0,16;0,16;"Muy buena / ";0,18;0,04;4;16;Muy buena / Oso ona;22;0,54;11;Muy buena / Oso ona;3;Muy buena / Oso ona;3,54
29/05/2017;11:00;0,13;0,17;"Muy buena / ";0,18;0,04;4;19;Muy buena / Oso ona;24;0,56;13;Muy buena / Oso ona;5;Muy buena / Oso ona;3,12
29/05/2017;10:00;0,2;0,18;"Muy buena / ";0,17;0,04;5;22;Muy buena / Oso ona;30;0,61;15;Muy buena / Oso ona;6;Muy buena / Oso ona;2,19
29/05/2017;09:00;0,35;0,17;"Muy buena / ";0,17;0,04;4;23;Muy buena / Oso ona;30;0,89;17;Muy buena / Oso ona;11;Muy buena / Oso ona;2,47
29/05/2017;08:00;0,28;0,21;"Muy buena / ";0,16;0,04;7;36;Muy buena / Oso ona;47;0,71;14;Muy buena / Oso ona;12;Muy buena / Oso ona;2,08
29/05/2017;07:00;0,32;0,19;"Muy buena / ";0,15;0,04;5;34;Muy buena / Oso ona;42;0,81;13;Muy buena / Oso ona;13;Muy buena / Oso ona;2,29
29/05/2017;06:00;0,15;0,18;"Muy buena / ";0,16;0,04;2;26;Muy buena / Oso ona;29;0,6;19;Muy buena / Oso ona;9;Muy buena / Oso ona;1,53
29/05/2017;05:00;0,13;0,17;"Muy buena / ";0,17;0,04;1;16;Muy buena / Oso ona;17;0,46;18;Muy buena / Oso ona;9;Muy buena / Oso ona;1,23
29/05/2017;04:00;0,06;0,13;"Muy buena / ";0,18;0,04;0;10;Muy buena / Oso ona;10;0,43;16;Muy buena / Oso ona;7;Muy buena / Oso ona;0,71
29/05/2017;03:00;0,11;0,11;"Muy buena / ";0,19;0,04;0;7;Muy buena / Oso ona;7;0,96;16;Muy buena / Oso ona;5;Muy buena / Oso ona;1,51
29/05/2017;02:00;0,2;0,15;"Muy buena / ";0,21;0,04;0;9;Muy buena / Oso ona;9;1,25;21;Muy buena / Oso ona;5;Muy buena / Oso ona;1,77
29/05/2017;01:00;0,3;0,13;"Muy buena / ";0,21;0,04;0;8;Muy buena / Oso ona;8;0,98;26;Muy buena / Oso ona;10;Muy buena / Oso ona;2,7
28/05/2017;24:00;0,3;0,13;"Muy buena / ";0,21;0,04;0;7;Muy buena / Oso ona;7;1,26;24;Muy buena / Oso ona;12;Muy buena / Oso ona;2,25
28/05/2017;23:00;0,72;0,21;"Muy buena / ";0,21;0,04;1;30;Muy buena / Oso ona;31;3,06;22;Muy buena / Oso ona;15;Muy buena / Oso ona;5,45
28/05/2017;22:00;;0,25;"Muy buena / ";0,2;;1;36;Muy buena / Oso ona;38;;21;Muy buena / Oso ona;13;Muy buena / Oso ona;
28/05/2017;21:00;;0,23;"Muy buena / ";0,19;;1;34;Muy buena / Oso ona;35;;21;Muy buena / Oso ona;11;Muy buena / Oso ona;
28/05/2017;20:00;0,25;0,21;"Muy buena / ";0,18;0,04;1;29;Muy buena / Oso ona;29;0,55;22;Muy buena / Oso ona;11;Muy buena / Oso ona;1,56
28/05/2017;19:00;0,11;0,22;"Muy buena / ";0,18;0,04;2;35;Muy buena / Oso ona;37;0,28;17;Muy buena / Oso ona;9;Muy buena / Oso ona;0,92
28/05/2017;18:00;0,03;0,19;"Muy buena / ";0,17;0,04;1;20;Muy buena / Oso ona;21;;17;Muy buena / Oso ona;6;Muy buena / Oso ona;0,38
28/05/2017;17:00;0,03;0,17;"Muy buena / ";0,16;0,04;1;11;Muy buena / Oso ona;13;;18;Muy buena / Oso ona;5;Muy buena / Oso ona;0,35
28/05/2017;16:00;0,03;0,16;"Muy buena / ";0,16;0,04;0;10;Muy buena / Oso ona;10;;19;Muy buena / Oso ona;7;Muy buena / Oso ona;0,29
28/05/2017;15:00;0,03;0,16;"Muy buena / ";0,16;0,04;1;9;Muy buena / Oso ona;11;;18;Muy buena / Oso ona;9;Muy buena / Oso ona;0,33
28/05/2017;14:00;0,08;0,15;"Muy buena / ";0,15;0,04;1;7;Muy buena / Oso ona;8;;18;Muy buena / Oso ona;8;Muy buena / Oso ona;0,53
28/05/2017;13:00;0,08;0,17;"Muy buena / ";0,15;0,04;1;8;Muy buena / Oso ona;10;0,19;15;Muy buena / Oso ona;10;Muy buena / Oso ona;0,58
28/05/2017;12:00;0,03;0,17;"Muy buena / ";0,15;0,04;1;10;Muy buena / Oso ona;12;0,15;16;Muy buena / Oso ona;5;Muy buena / Oso ona;0,5
28/05/2017;11:00;0,11;0,16;"Muy buena / ";0,14;0,04;2;9;Muy buena / Oso ona;12;0,21;16;Muy buena / Oso ona;10;Muy buena / Oso ona;0,47
28/05/2017;10:00;0,11;0,16;"Muy buena / ";0,14;0,04;1;8;Muy buena / Oso ona;11;0,25;14;Muy buena / Oso ona;11;Muy buena / Oso ona;0,47
28/05/2017;09:00;0,08;0,14;"Muy buena / ";0,14;0,04;1;9;Muy buena / Oso ona;11;0,41;13;Muy buena / Oso ona;9;Muy buena / Oso ona;1,12
28/05/2017;08:00;0,06;0,14;"Muy buena / ";0,13;0,04;1;8;Muy buena / Oso ona;10;0,39;15;Muy buena / Oso ona;7;Muy buena / Oso ona;0,84
28/05/2017;07:00;0,11;0,14;"Muy buena / ";0,13;0,04;1;9;Muy buena / Oso ona;10;0,79;17;Muy buena / Oso ona;12;Muy buena / Oso ona;1,63
28/05/2017;06:00;0,13;0,14;"Muy buena / ";0,13;0,04;1;10;Muy buena / Oso ona;11;1,14;18;Muy buena / Oso ona;12;Muy buena / Oso ona;1,24
28/05/2017;05:00;0,06;0,14;"Muy buena / ";0,13;0,04;0;8;Muy buena / Oso ona;8;0,21;18;Muy buena / Oso ona;9;Muy buena / Oso ona;0,79
28/05/2017;04:00;0,06;0,13;"Muy buena / ";0,13;0,04;0;5;Muy buena / Oso ona;5;0,2;17;Muy buena / Oso ona;6;Muy buena / Oso ona;0,79
28/05/2017;03:00;0,03;0,13;"Muy buena / ";0,14;0,04;0;4;Muy buena / Oso ona;4;0,3;20;Muy buena / Oso ona;5;Muy buena / Oso ona;0,78
28/05/2017;02:00;0,06;0,11;"Muy buena / ";0,15;0,04;0;5;Muy buena / Oso ona;5;0,37;25;Muy buena / Oso ona;5;Muy buena / Oso ona;0,97
28/05/2017;01:00;0,03;0,11;"Muy buena / ";0,15;0,04;0;5;Muy buena / Oso ona;5;;25;Muy buena / Oso ona;8;Muy buena / Oso ona;0,56
27/05/2017;24:00;0,06;0,12;"Muy buena / ";0,16;0,04;0;5;Muy buena / Oso ona;5;;21;Muy buena / Oso ona;7;Muy buena / Oso ona;0,44
27/05/2017;23:00;0,08;0,12;"Muy buena / ";0,16;0,04;0;5;Muy buena / Oso ona;5;0,13;26;Muy buena / Oso ona;8;Muy buena / Oso ona;0,38
27/05/2017;22:00;;0,14;"Muy buena / ";0,17;;1;6;Muy buena / Oso ona;8;;29;Muy buena / Oso ona;11;Muy buena / Oso ona;
27/05/2017;21:00;;0,15;"Muy buena / ";0,17;;0;9;Muy buena / Oso ona;9;;32;Muy buena / Oso ona;14;Muy buena / Oso ona;
27/05/2017;20:00;0,03;0,17;"Muy buena / ";0,17;0,04;0;13;Muy buena / Oso ona;13;0,46;32;Muy buena / Oso ona;12;Muy buena / Oso ona;0,99
27/05/2017;19:00;0,11;0,18;"Muy buena / ";0,17;0,04;0;13;Muy buena / Oso ona;13;0,47;29;Muy buena / Oso ona;9;Muy buena / Oso ona;0,96
27/05/2017;18:00;0,03;0,19;"Muy buena / ";0,17;0,04;1;13;Muy buena / Oso ona;15;0,61;30;Muy buena / Oso ona;9;Muy buena / Oso ona;0,76
27/05/2017;17:00;0,18;0,18;"Muy buena / ";0,16;0,04;1;10;Muy buena / Oso ona;12;1,32;25;Muy buena / Oso ona;7;Muy buena / Oso ona;2,29
27/05/2017;16:00;0,06;0,18;"Muy buena / ";0,17;0,04;1;11;Muy buena / Oso ona;13;0,54;26;Muy buena / Oso ona;8;Muy buena / Oso ona;1,11
27/05/2017;15:00;0,16;0,18;"Muy buena / ";0,17;0,04;1;9;Muy buena / Oso ona;11;0,78;26;Muy buena / Oso ona;8;Muy buena / Oso ona;1,54
27/05/2017;14:00;0,16;0,17;"Muy buena / ";0,18;0,04;1;12;Muy buena / Oso ona;14;0,97;23;Muy buena / Oso ona;5;Muy buena / Oso ona;1,77
27/05/2017;13:00;0,15;0,16;"Muy buena / ";0,18;0,04;2;11;Muy buena / Oso ona;14;1,02;19;Muy buena / Oso ona;3;Muy buena / Oso ona;1,75
27/05/2017;12:00;0,12;0,17;"Muy buena / ";0,18;0,04;2;14;Muy buena / Oso ona;17;1,29;18;Muy buena / Oso ona;5;Muy buena / Oso ona;1,64
27/05/2017;11:00;0,23;0,16;"Muy buena / ";0,18;0,04;3;13;Muy buena / Oso ona;18;1,63;15;Muy buena / Oso ona;4;Muy buena / Oso ona;2,03
27/05/2017;10:00;0,17;0,15;"Muy buena / ";0,18;0,04;2;12;Muy buena / Oso ona;15;2,9;13;Muy buena / Oso ona;9;Muy buena / Oso ona;2,01
27/05/2017;09:00;0,32;0,18;"Muy buena / ";0,18;0,04;6;23;Muy buena / Oso ona;31;10,1;16;Muy buena / Oso ona;16;Muy buena / Oso ona;2,76
27/05/2017;08:00;0,4;0,22;"Muy buena / ";0,18;0,04;8;29;Muy buena / Oso ona;42;7,1;16;Muy buena / Oso ona;13;Muy buena / Oso ona;2,24
27/05/2017;07:00;0,19;0,2;"Muy buena / ";0,17;0,04;5;26;Muy buena / Oso ona;33;4,73;20;Muy buena / Oso ona;17;Muy buena / Oso ona;2,39
27/05/2017;06:00;0,12;0,18;"Muy buena / ";0,17;0,04;2;28;Muy buena / Oso ona;31;1,7;23;Muy buena / Oso ona;17;Muy buena / Oso ona;2,41
27/05/2017;05:00;0,02;0,19;"Muy buena / ";0,17;0,04;1;22;Muy buena / Oso ona;23;0,47;25;Muy buena / Oso ona;16;Muy buena / Oso ona;0,8
27/05/2017;04:00;0,06;0,15;"Muy buena / ";0,18;0,04;0;11;Muy buena / Oso ona;11;0,7;25;Muy buena / Oso ona;17;Muy buena / Oso ona;1,42
27/05/2017;03:00;0,33;0,15;"Muy buena / ";0,19;0,04;0;13;Muy buena / Oso ona;14;1,62;28;Muy buena / Oso ona;15;Muy buena / Oso ona;3,76
27/05/2017;02:00;0,31;0,18;"Muy buena / ";0,21;0,04;0;12;Muy buena / Oso ona;12;1,17;27;Muy buena / Oso ona;8;Muy buena / Oso ona;2,83
27/05/2017;01:00;0,17;0,17;"Muy buena / ";0,23;0,04;0;10;Muy buena / Oso ona;10;0,69;29;Muy buena / Oso ona;10;Muy buena / Oso ona;1,64
26/05/2017;24:00;0,32;0,18;"Muy buena / ";0,25;0,04;1;12;Muy buena / Oso ona;13;1,02;27;Muy buena / Oso ona;12;Muy buena / Oso ona;2,5
26/05/2017;23:00;0,28;0,19;"Muy buena / ";0,24;0,04;0;13;Muy buena / Oso ona;13;0,33;17;Muy buena / Oso ona;12;Muy buena / Oso ona;1
26/05/2017;22:00;;0,18;"Muy buena / ";0,24;;1;11;Muy buena / Oso ona;12;;16;Muy buena / Oso ona;10;Muy buena / Oso ona;
26/05/2017;21:00;;0,23;"Muy buena / ";0,24;;1;24;Muy buena / Oso ona;25;;25;Muy buena / Oso ona;12;Muy buena / Oso ona;
26/05/2017;20:00;0,1;0,23;"Muy buena / ";0,23;0,04;1;16;Muy buena / Oso ona;19;0,53;38;Muy buena / Oso ona;11;Muy buena / Oso ona;1,06
26/05/2017;19:00;0,28;0,29;"Muy buena / ";0,22;0,04;1;22;Muy buena / Oso ona;24;0,52;47;Buena / Ona;3;Muy buena / Oso ona;1,17
26/05/2017;18:00;0,35;0,31;"Muy buena / ";0,2;0,04;1;20;Muy buena / Oso ona;20;1,14;42;Buena / Ona;12;Muy buena / Oso ona;1,96
26/05/2017;17:00;0,33;0,31;"Muy buena / ";0,18;0,04;2;24;Muy buena / Oso ona;27;1,56;34;Muy buena / Oso ona;9;Muy buena / Oso ona;2,59
26/05/2017;16:00;0,21;0,21;"Muy buena / ";0,17;0,04;3;25;Muy buena / Oso ona;29;1,32;22;Muy buena / Oso ona;3;Muy buena / Oso ona;2,31
26/05/2017;15:00;0,11;0,14;"Muy buena / ";0,17;0,04;3;16;Muy buena / Oso ona;20;1,06;20;Muy buena / Oso ona;6;Muy buena / Oso ona;1,82
26/05/2017;14:00;0,18;0,15;"Muy buena / ";0,19;0,04;3;15;Muy buena / Oso ona;20;1,43;20;Muy buena / Oso ona;7;Muy buena / Oso ona;1,78
26/05/2017;13:00;0,46;0,15;"Muy buena / ";0,19;0,04;1;8;Muy buena / Oso ona;10;2,27;21;Muy buena / Oso ona;4;Muy buena / Oso ona;3,54
26/05/2017;12:00;0,03;0,17;"Muy buena / ";0,2;0,04;1;10;Muy buena / Oso ona;12;2,11;21;Muy buena / Oso ona;6;Muy buena / Oso ona;1,1
26/05/2017;11:00;0,03;0,16;"Muy buena / ";0,2;0,04;1;9;Muy buena / Oso ona;11;4,04;21;Muy buena / Oso ona;10;Muy buena / Oso ona;1,63
26/05/2017;10:00;0,27;0,16;"Muy buena / ";0,2;0,04;4;20;Muy buena / Oso ona;25;11,63;23;Muy buena / Oso ona;11;Muy buena / Oso ona;4,37
